index,comment,n_star,date_time,label,clean_comment,GENERAL,SCREEN,CAMERA,FEATURES,BATTERY,PERFORMANCE,STORAGE,DESIGN,PRICE,SER&ACC
6964,Máy kiểu gì mà tắt nguồn sạc pin k vào . bật nguồn lên mới sạc đc. thế chẳng may hết sạch pin thì đem quăng t đi ak. máy mới mua 1tháng sạc 4h k đầy đc pin 😪,1,2 tuần trước,{BATTERY#Negative};,máy kiểu gì mà tắt nguồn sạc pin không vào bật nguồn lên mới sạc được thế chẳng may hết sạch pin thì đem quăng t đi ak máy mới mua 1tháng sạc 4h không đầy được pin không tốt,none,none,none,none,negative,none,none,none,none,none
6965,Vừa mua nói chung ổn trong tầm giá .,4,16/09/2019,{PRICE#Neutral};{GENERAL#Positive};,vừa mua nói chung ổn trong tầm giá,positive,none,none,none,none,none,none,none,neutral,none
6966,"Sản phẩm quá tuyệt vời. Không có gì phải bàn sau khi sử dụng được 1 tháng. Pin trâu, chơi game liên quân ko giật, xem phim youtube nhanh",5,5/8/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,sản phẩm quá tuyệt vời không có gì phải bàn sau khi sử dụng được 1 tháng pin trâu chơi game liên quân không giật xem phim youtube nhanh,positive,none,none,none,positive,positive,none,none,none,none
6967,"Máy đc, test chơi LQ tầm 2h là gần hết pin. Loa to và nghe gọi tốt, thiết kế đẹp!",5,25/02/2018,{FEATURES#Positive};{DESIGN#Positive};{GENERAL#Positive};,máy được test chơi lq tầm 2h là gần hết pin loa to và nghe gọi tốt thiết kế đẹp,positive,none,none,positive,none,none,none,positive,none,none
6968,Mua đt được 4 tháng bị mất rung chán thật vân tay lúc có lúc không nhận diện khuôn mặt cũng lúc được lúc không,1,3/8/2020,{FEATURES#Negative};,mua điện thoại được 4 tháng bị mất rung chán thật vân tay lúc có lúc không nhận diện khuôn mặt cũng lúc được lúc không,none,none,none,negative,none,none,none,none,none,none
6969,"Gửi hình ảnh về cộng dây sạc sạc chưa đc 5 lần, toàn phải mượn dây sạc để sạc, ko dám sạc phải quấn để trong balo, lo đi làm cũng cũng hk thể lên tận nơi để phàn nàn, màn hình lại phát hiện có chấm đen ngây cột sống",1,2/12/2019,{SCREEN#Negative};{SER&ACC#Negative};,gửi hình ảnh về cộng dây sạc sạc chưa được 5 lần toàn phải mượn dây sạc để sạc không dám sạc phải quấn để trong balo lo đi làm cũng cũng hk thể lên tận nơi để phàn nàn màn hình lại phát hiện có chấm đen ngây cột sống,none,negative,none,none,none,none,none,none,none,negative
6970,"Mình mua về được hơn 1 tuần,máy ok hết trừ pin tụt nhanh,để không không làm gì cả cũng tuột, ngủ quả đêm mình tắt hết wifi ứng dụng để chế độ pin yếu mà cũng tụt 10%,thất vọng gì đâu.",1,6 ngày trước,{BATTERY#Negative};{GENERAL#Positive};,mình mua về được hơn 1 tuần máy ok hết trừ pin tụt nhanh để không không làm gì cả cũng tuột ngủ quả đêm mình tắt hết wifi ứng dụng để chế độ pin yếu mà cũng tụt 10 thất vọng gì đâu,positive,none,none,none,negative,none,none,none,none,none
6971,"Cụm 3 camera. Nhưng camera đầu và cuối để làm cảnh, chỉ có camera giữa chụp đc. Nhờ đó thiết kế trở nên sáng trọng =))). Vân tay nhạy. Còn lại chất lượng xứng đáng với tầm giá",2,18/09/2019,{FEATURES#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,cụm 3 camera nhưng camera đầu và cuối để làm cảnh chỉ có camera giữa chụp được nhờ đó thiết kế trở nên sáng trọng tốt vân tay nhạy còn lại chất lượng xứng đáng với tầm giá,positive,none,none,positive,none,none,none,positive,neutral,none
6972,"Đúng hàng cao cấp nên xài quá tuyệt vời rồi, cầm máy trong tay thấy sự sang trọng vì nó có thiết kế sang trong, vào ứng dụng mượt mà, máy nhỏ gọn dễ bỏ túi.",5,21/06/2018,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,đúng hàng cao cấp nên xài quá tuyệt vời rồi cầm máy trong tay thấy sự sang trọng vì nó có thiết kế sang trong vào ứng dụng mượt mà máy nhỏ gọn dễ bỏ túi,positive,none,none,none,none,positive,none,positive,none,none
6973,"Bắt sóng mạng cực kỳ kém, còn lại ok.Thuần google nên nhẹ nhàng, camera tệ, game tạm, khá nhàm chán vì ít tính năng tùy biến, pin 1 ngày dư, giá này nên mua 1 thương hiệu khác như xiaomi, vivo, realme sẽ tốt hơn cho nhu cầu game, còn thích lâu dài nhoẹ nhoàng thì nó kìa .",4,21/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Neutral};,bắt sóng mạng cực kỳ kém còn lại ok thuần google nên nhẹ nhàng camera tệ game tạm khá nhàm chán vì ít tính năng tùy biến pin 1 ngày dư giá này nên mua 1 thương hiệu khác như xiaomi vivo realme sẽ tốt hơn cho nhu cầu game còn thích lâu dài nhoẹ nhoàng thì nó kìa,positive,none,positive,negative,positive,neutral,none,none,neutral,neutral
6974,"Máy đẹp, giao diện tiện ích nhưng một điều mình không ngờ tới là pin tụt không phanh luôn. Lúc mới mua phải cập nhập để fix lỗi phông chữ, cập nhập xong pin không cả bằng đt 3000mAh, nói chung là thất vọng",2,6/4/2020,{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Positive};{GENERAL#Negative};,máy đẹp giao diện tiện ích nhưng một điều mình không ngờ tới là pin tụt không phanh luôn lúc mới mua phải cập nhập để fix lỗi phông chữ cập nhập xong pin không cả bằng điện thoại 30mah nói chung là thất vọng,negative,none,none,negative,negative,none,none,positive,none,none
6975,"mình mua điện thoại iphone 6 dc 1,3 năm thì bị tình trạng sac pin xong ko choi cũng bị tụt pin, cắm lại thì pin lại lên lại  30 40% trong mấy phút",4,28/02/2020,{BATTERY#Negative};,mình mua điện thoại iphone 6 được 1 3 năm thì bị tình trạng sac pin xong không choi cũng bị tụt pin cắm lại thì pin lại lên lại 30 40 trong mấy phút,none,none,none,none,negative,none,none,none,none,none
6976,"Ngoài ra pin tốt và sạc nhanh lắm. Giá này nhưng mặt lưng chỉ nhựa thôi, khá chắc tay khi cầm",5,30/07/2020,{BATTERY#Positive};{DESIGN#Neutral};{PRICE#Neutral};,ngoài ra pin tốt và sạc nhanh lắm giá này nhưng mặt lưng chỉ nhựa thôi khá chắc tay khi cầm,none,none,none,none,positive,none,none,neutral,neutral,none
6977,"Lấy máy 9h ngày 16/5 sau một ngày trãi nghiệm thì camera sau tuyệt vời còn cam selfie thì tạm thôi ..điểm chê nhất là mặt lưng và viền bị cải lại theo hướng phát triển toàn bằng nhựa
Điểm thứ 2 giá 14.990 quá cao so với con chip cùi 
Quà tặng tay nghe w31 tuyệt vời 
Mong TGDĐ giảm giá xuống để cạnh tranh với A71ss...",2,17/05/2020,{CAMERA#Positive};{PERFORMANCE#Negative};{DESIGN#Negative};{PRICE#Negative};{SER&ACC#Positive};,lấy máy 9h ngày 16 5 sau một ngày trãi nghiệm thì camera sau tuyệt vời còn cam selfie thì tạm thôi điểm chê nhất là mặt lưng và viền bị cải lại theo hướng phát triển toàn bằng nhựa điểm thứ 2 giá 14 990 quá cao so với con chip cùi quà tặng tay nghe w31 tuyệt vời mong tgdđ giảm giá xuống để cạnh tranh với a71ss,none,none,positive,none,none,negative,none,negative,negative,positive
6978,Với tầm giá này mik thấy cũg ok rồi k có gì bàn cãi kgi nào có kinh phí thì mik nâng cấp đt lên bh thì dùng tạm rất ổn rất phù hp cho hs sinh Viên hay khuyên các bn nên trải nghiệm và dùng thử,4,12/2/2020,{PRICE#Neutral};{GENERAL#Positive};,với tầm giá này mình thấy cũg ok rồi không có gì bàn cãi kgi nào có kinh phí thì mình nâng cấp điện thoại lên bh thì dùng tạm rất ổn rất phù hp cho hs sinh viên hay khuyên các bn nên trải nghiệm và dùng thử,positive,none,none,none,none,none,none,none,neutral,none
6979,"Sản phẩm tốt, thiết kế mỏng đẹp chụp ành chi tiết, giá tốt, nhân viẻn nhiệt tình, chơi game mượt mà k nóng máy",5,1/7/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,sản phẩm tốt thiết kế mỏng đẹp chụp ành chi tiết giá tốt nhân viẻn nhiệt tình chơi game mượt mà không nóng máy,positive,none,positive,none,none,positive,none,positive,positive,positive
6980,"Samsung càng ngày ra máy nhiều mà kém chất lượng cho mọi ohaan khúc từ thấp tới cao, giá cao, pin kém, mau nóng. Sam ko cải tiến sẽ bị thất bại từ Trung Quốc.",2,16/05/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{SER&ACC#Negative};,samsung càng ngày ra máy nhiều mà kém chất lượng cho mọi ohaan khúc từ thấp tới cao giá cao pin kém mau nóng sam không cải tiến sẽ bị thất bại từ trung quốc,none,none,none,none,negative,negative,none,none,negative,negative
6981,Điện thoại sài thì ok nhưng chơi game hay bị thoát ra và không thể tải được minecraft earth,3,8/6/2020,{PERFORMANCE#Negative};{SER&ACC#Positive};,điện thoại xài thì ok nhưng chơi game hay bị thoát ra và không thể tải được minecraft earth,none,none,none,none,none,negative,none,none,none,positive
6982,"- Thiết kế đẹp.
- Cấu hình cao.
- Pin có cảm giác chỉ đủ dùng cơ bản.
- Camera lấy sáng hơi kém.
- Có lúc bị đơ (khi xoá ảnh từ ứng dụng camera).
- Có lúc gọi điện ko nghe bên kia nói, phải gọi lại mới nghe được.",4,1 tuần trước,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};,thiết kế đẹp cấu hình cao pin có cảm giác chỉ đủ dùng cơ bản camera lấy sáng hơi kém có lúc bị đơ khi xoá ảnh từ ứng dụng camera có lúc gọi điện không nghe bên kia nói phải gọi lại mới nghe được,none,none,negative,negative,neutral,neutral,none,positive,none,none
6983,trước dùng con mobell ram 512mb mà nó còn mượt hơn con máy này. qá thất vọng về thế hệ điện thoại phân khúc thấp. ram 1gb mà lắm ứng dụng Go. android 8 chiếm quá nhiều bộ nhớ. nếu máy này root được đảm bảo tôi sẽ gỡ hết những ứng dụng,1,25/10/2019,{PERFORMANCE#Negative};,trước dùng con mobell ram 512mb mà nó còn mượt hơn con máy này quá thất vọng về thế hệ điện thoại phân khúc thấp ram 1gb mà lắm ứng dụng go android 8 chiếm quá nhiều bộ nhớ nếu máy này root được đảm bảo tôi sẽ gỡ hết những ứng dụng,none,none,none,none,none,negative,none,none,none,none
6984,Mới mua 10 ngày Củ sạc bị hỏng vậy tôi có được đổi Củ khác không.Không đến đâu nhưng cảm thấy khá thất vọng,3,13/08/2020,{GENERAL#Negative};{SER&ACC#Negative};,mới mua 10 ngày củ sạc bị hỏng vậy tôi có được đổi củ khác không không đến đâu nhưng cảm thấy khá thất vọng,negative,none,none,none,none,none,none,none,none,negative
6985,"Ngon pin trâu màng hình rộng, ko giật lag khi chơi game, hệ điều hành và các phím chức năng khá giống iphone. Thiết kế đẹp mắt, thích nhất là nhận diện bằng khuông mặt và mặt sau đth có 2 màu. Chỉ tiết là camera chỉ dùng để chụp cảnh là đẹp. Nhưng với mức giá 2tr6 thì quá ngon cho đth này rồi.",5,19/10/2019,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,ngon pin trâu màng hình rộng không giật lag khi chơi game hệ điều hành và các phím chức năng khá giống iphone thiết kế đẹp mắt thích nhất là nhận diện bằng khuông mặt và mặt sau đth có 2 màu chỉ tiết là camera chỉ dùng để chụp cảnh là đẹp nhưng với mức giá 2tr6 thì quá ngon cho đth này rồi,positive,positive,neutral,none,positive,positive,none,positive,neutral,none
6986,Máy mượt pin rất trâu chơi liên quân k giật lag camera chụp ảnh rất nét rất tốt so với dt cùng giá,5,29/06/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,máy mượt pin rất trâu chơi liên quân không giật lag camera chụp ảnh rất nét rất tốt so với điện thoại cùng giá,none,none,positive,none,positive,positive,none,none,none,none
6987,Có nhiều chứ năng mới tiện nghi hơn. Nhất là chức năng chụp hình camera trước và camera sau. Tôi rất thích.,5,13/01/2020,{CAMERA#Positive};{FEATURES#Positive};,có nhiều chứ năng mới tiện nghi hơn nhất là chức năng chụp hình camera trước và camera sau tôi rất thích,none,none,positive,positive,none,none,none,none,none,none
6988,"Chờ đợi mòn mỏi đã lâu nên vừa 1/11 là ra hốt ngay. Mình mua ở tgdd trong điện máy xanh, phải nói mấy bạn nhân viên cực kì nice, tư vấn rất nhiệt tình. Loveyassss",5,5/11/2019,{SER&ACC#Positive};,chờ đợi mòn mỏi đã lâu nên vừa 1 11 là ra hốt ngay mình mua ở tgdd trong điện máy xanh phải nói mấy bạn nhân viên cực kì tốt tư vấn rất nhiệt tình loveyas,none,none,none,none,none,none,none,none,none,positive
6989,"Nhận máy hôm thứ 7,đánh giá máy mượt,pin tốt,chụp hình cũng tốt,rất hài lòng,ko gì để chê",5,27/10/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,nhận máy hôm thứ 7 đánh giá máy mượt pin tốt chụp hình cũng tốt rất hài lòng không gì để chê,positive,none,positive,none,none,positive,none,none,none,none
6990,Ko hiểu do thiết kế của nhà sản xuất hay sao mà viền bị hở..viền phía bên nút nguồn vân tay,4,20/04/2020,{DESIGN#Negative};,không hiểu do thiết kế của nhà sản xuất hay sao mà viền bị hở viền phía bên nút nguồn vân tay,none,none,none,none,none,none,none,negative,none,none
6991,Mình mua máy được 2 ngày ko thấy bị lỗi nào cả chiến game ngon camera rất ổn pin cũng ok,5,7/5/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,mình mua máy được 2 ngày không thấy bị lỗi nào cả chiến game ngon camera rất ổn pin cũng ok,positive,none,none,none,positive,positive,none,none,none,none
6992,"Hàng đẹp pin trâu chơi game rất ngon
Nói chung là ko chê vào đâu được
Tặng ngay 5 sao",5,21/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,hàng đẹp pin trâu chơi game rất ngon nói chung là không chê vào đâu được tặng ngay 5 sao,none,none,none,none,positive,positive,none,positive,none,none
